Date,NDVI,RCC,YCC,BCC,ExG,PAR,NDWI,LST_K,bloom_tag,season_tag
2023-01-01,0.2778704991839085,-0.0849264347398646,-0.1714702822257404,-0.0769168145484535,-0.0095681736511057,1.3415725806451595,0.0417415188586683,37021.48503406947,,
2023-01-03,0.2825083046783104,-0.043286867030245,-0.0854439401733092,-0.0381378173350338,-0.0025276674735219,1.788884593993325,0.0270140285293427,37558.74973834093,,
2023-01-05,0.2871461101727123,-0.0036261640529116,-0.0036257975913378,-0.0012685294386958,0.0040362165547473,2.222024709995232,0.0128775683918877,38078.43244444451,,
2023-01-07,0.2917839156671142,0.0340556741921355,0.0739841455201734,0.0336910491405603,0.0101234784337021,2.6409929286508818,-0.0006678615536967,38580.53315238021,,
2023-01-09,0.2964217211615161,0.0697586477048965,0.1473858891612249,0.0667409184027347,0.0157341181633424,3.045789249960273,-0.0136222613074106,39065.05186214802,,
2023-01-11,0.301059526655918,0.1034827564853714,0.2165794333318164,0.0978810783478273,0.0208681357436682,3.4364136739234072,-0.025985630869254,39531.98857374796,,BOS
2023-01-13,0.3056973321503199,0.1352280005335601,0.281564778031948,0.1271115289758382,0.0255255311746796,3.812866200540284,-0.0377579702392268,39981.34328718002,,
2023-01-15,0.3103351376447218,0.1649943798494626,0.3423419232616196,0.1544322702867673,0.0297063044563764,4.175146829810902,-0.048939279417329,40413.11600244419,,
2023-01-17,0.3149729431391238,0.1927818944330789,0.3989108690208313,0.1798433022806146,0.0334104555887588,4.523255561735262,-0.0595295584035607,40827.30671954048,,
2023-01-19,0.3165235192441413,0.218590544284409,0.451271615309583,0.2033446249573801,0.0366379845718268,4.857192396313365,-0.0695288071979218,41223.91543846889,,
2023-01-21,0.3180740953491589,0.2424203294034529,0.4994241621278747,0.2249362383170638,0.0393888914055802,5.17695733354521,-0.0789370258004124,41602.942159229424,,
2023-01-23,0.3196246714541765,0.2642712497902106,0.5433685094757067,0.2446181423596658,0.0416631760900191,5.482550373430797,-0.0877542142110323,41964.38688182207,,
2023-01-25,0.321175247559194,0.2841433054446822,0.5831046573530785,0.262390337085186,0.0434608386251436,5.773971515970127,-0.0959803724297817,42308.24960624684,,
2023-01-27,0.3227258236642116,0.3020364963668676,0.6186326057599905,0.2782528224936244,0.0447818790109536,6.051220761163198,-0.1036155004566606,42634.53033250373,,
2023-01-29,0.3242763997692292,0.3179508225567668,0.6499523546964426,0.2922055985849811,0.0456262972474491,6.314298109010012,-0.1106595982916689,42943.22906059273,,
2023-01-31,0.3258269758742467,0.3411093849954495,0.6943764415225385,0.3118735584774297,0.0454809338979101,6.664381696428362,-0.1220318417018136,43437.17058486524,SOB,
2023-02-02,0.3273775519792643,0.3541323342045084,0.7185728641840734,0.3224985643873224,0.0444660434092777,6.851982142856927,-0.1291677882094609,43755.101317222,,MOS
2023-02-04,0.3255055145369726,0.3638684732438916,0.7358080964785862,0.3300401178070944,0.0426038615180852,7.048524553571206,-0.1353109098993692,44002.95908813779,,
2023-02-06,0.3236334770946809,0.3698910950286828,0.7453692467427734,0.3340950389714784,0.0401447446049962,7.39432589285691,-0.1401346378538946,44218.47816653127,,
2023-02-08,0.3217614396523892,0.3718090978973511,0.7464830602991163,0.334320511129421,0.0370611439960197,7.560415178571191,-0.1434712913237173,44392.51363820065,POB,
2023-02-10,0.3198894022100975,0.3692313801883654,0.7383762824700969,0.3303737175298693,0.0333255110171646,7.670274553571186,-0.1451531895595177,44515.92058894417,EOB,
2023-02-12,0.3180173647678058,0.3617668402401943,0.7202756585781969,0.3219118414217701,0.0289102969944398,7.85864285714261,-0.1450126518119761,44579.55410456004,,
2023-02-14,0.3161453273255141,0.3490243763913069,0.6914079339458978,0.3085920660540705,0.0237879532538542,8.15385491071403,-0.1428819973317729,44574.26927084649,,
2023-02-16,0.3142732898832224,0.3500220299243686,0.6915898470939403,0.308410152906028,0.0218114371594667,8.29045982142831,-0.1448718087561156,44767.98460085072,,
2023-02-18,0.3124012524409307,0.3508411147015901,0.6917581480854135,0.3082418519145548,0.0202486049198576,8.349377232142595,-0.1464386460056807,44958.450367439866,,
2023-02-20,0.3116001802032881,0.3514667644125063,0.6918760809535799,0.3081239190463885,0.0190201294864269,8.319709821428308,-0.1474739570285227,45114.19169681243,,
2023-02-22,0.3107991079656457,0.3518636376134493,0.6919833369267203,0.3080166630732481,0.0183436267608505,8.332651785714024,-0.1480108853132202,45269.10230300592,,
2023-02-24,0.3099980357280031,0.3520084585642457,0.692074557993194,0.3079254420067745,0.0182617284062491,8.260660714285455,-0.1479990751905427,45418.5551250813,,
2023-02-26,0.3091969634903606,0.351877951524722,0.6921443861413601,0.3078556138586084,0.0188170660857431,8.155982142856885,-0.1473881709912601,45557.92310209953,,
2023-02-28,0.3083958912527181,0.3514488407547051,0.6921874633595779,0.3078125366403905,0.0200522714624532,8.194294642856885,-0.1461278170461421,45682.579173121565,,
2023-03-02,0.3075948190150755,0.3506978505140215,0.6921984316362069,0.3078015683637614,0.0220099761994998,8.195120535714029,-0.1441676576859583,45787.896277208376,,
2023-03-04,0.3067937467774331,0.3507446534276589,0.6923221362071785,0.30767786379279,0.0222804035731218,8.112194196428316,-0.1440900786266859,45937.573655080974,,
2023-03-06,0.3059926745397905,0.3507693733797258,0.6924485319489075,0.307551468051061,0.0226154395766907,8.05293303571403,-0.1440097832336469,46079.36288403725,,
2023-03-08,0.3033262023887397,0.3506343216659102,0.6925749947806135,0.307425005219355,0.0233617767038911,8.084604910714033,-0.1434191348195561,46142.78205051383,,
2023-03-10,0.3006597302376889,0.3505243214953312,0.6926991633240146,0.307300836675954,0.0240352737675697,8.139466517856885,-0.1430126147280378,46216.51703085643,,
2023-03-12,0.2979932580866381,0.3504341444138359,0.692818521393999,0.3071814786059694,0.0246413879996384,8.176890624999743,-0.142776313320216,46295.45839664288,,
2023-03-14,0.2953267859355873,0.350358561967272,0.6929305528054556,0.3070694471945129,0.0251855766320091,8.296917410714027,-0.1426963209572146,46374.49671945107,,
2023-03-16,0.2926603137845365,0.3502923457014865,0.6930327413732728,0.3069672586266959,0.0256732968965938,8.488310267856873,-0.1427587280001578,46448.52257085884,,
2023-03-18,0.2899938416334857,0.3502302671623267,0.6931225709123389,0.3068774290876297,0.0261100060253044,8.615122767856873,-0.1429496248101694,46512.42652244404,,
2023-03-20,0.2873273694824348,0.3503007797385112,0.693224812750464,0.3067751872495046,0.0262497285309587,8.789122767856867,-0.1433565287090415,46651.68170360885,,EOS
2023-03-22,0.284660897331384,0.3504054827823709,0.6933179321329248,0.3066820678670438,0.0262731626315039,8.918687499999722,-0.1438948385398567,46798.04538805356,,
2023-03-24,0.2859465970350237,0.3505416796928379,0.6933999296835666,0.306600070316402,0.0261810035755358,9.166723214285426,-0.1455509441689755,47939.52947228144,,
2023-03-26,0.2872322967386634,0.3507066738688441,0.6934688060262346,0.306531193973734,0.0259739466116501,9.421080357142564,-0.1469447085529575,48714.147047038765,,
2023-03-28,0.2885179964423031,0.3508977687093214,0.6935225617847742,0.3064774382151943,0.0256526869884425,9.68727678571398,-0.1480905551487804,49144.73192789288,,
2023-03-30,0.2898036961459428,0.3511122676132018,0.6935591975830309,0.3064408024169376,0.0252179199545087,9.87911607142826,-0.1490029074134223,49254.117930411165,,
2023-04-01,0.2910893958495825,0.3513474739794173,0.69357671404485,0.3064232859551186,0.0246703407584446,10.11763616071397,-0.1496961888038609,49065.13887016094,,
2023-04-03,0.2923750955532221,0.3516006912068998,0.6935731117940768,0.3064268882058918,0.0240106446488458,10.379877232142531,-0.1501848227770743,48600.62856270959,,
2023-04-05,0.2936607952568619,0.3518336172711965,0.693606754468771,0.3063932455311975,0.0235174319289629,10.408205357142531,-0.1503243446217159,47930.30000674488,,
2023-04-07,0.2949464949605015,0.3520683714723863,0.693633571501053,0.3063664284989156,0.0229977064456626,10.397127232142534,-0.1502399180332927,47044.3136477805,,
2023-04-09,0.2943076887421563,0.3522871754592352,0.6936408251877912,0.3063591748121774,0.0224498138725116,10.416069196428246,-0.1489461472928659,44947.370783527,,
2023-04-11,0.293668882523811,0.3525064017664971,0.6936439415375754,0.3063560584623931,0.0218901453428381,10.460616071428245,-0.1478204454051815,43059.628430032106,,
2023-04-13,0.2930300763054658,0.3527222982996829,0.6936417500860168,0.3063582499139518,0.021324458058325,10.572984374999669,-0.1468478559485284,41377.85005503769,,
2023-04-15,0.2923912700871205,0.3529311129643037,0.6936330803687263,0.3063669196312422,0.0207585092206554,10.513609374999673,-0.1460134225011955,39898.79912628563,,
2023-04-17,0.2917524638687752,0.3531290936658705,0.6936167619213154,0.3063832380786531,0.0201980560315124,10.518227678571098,-0.1453021886414716,38619.2391115178,,
2023-04-19,0.2911136576504299,0.3533124883098942,0.6935916242793951,0.3064083757205733,0.0196488556925789,10.445107142856813,-0.1446991979476458,37535.93347847606,,
2023-04-21,0.2904748514320847,0.353465479098391,0.6936015462184982,0.3063984537814701,0.0192916496440934,10.433397321428243,-0.1442729931558155,36684.166469878845,,
2023-04-23,0.2898360452137394,0.3535927233665805,0.6936139593191392,0.3063860406808293,0.0190102363760185,10.450341517856812,-0.1439504214615544,36033.85374060558,,
2023-04-25,0.2907382310642169,0.3536662743275142,0.6934868696376877,0.3065131303622807,0.0184457218176267,10.43145312499967,-0.143457478316324,35613.52771909827,,
2023-04-27,0.2916404169146944,0.3537149939061791,0.6934141094457265,0.306585890554242,0.0181114261034355,10.46682589285681,-0.1431379477351904,35378.14595837847,,
2023-04-29,0.2925426027651719,0.3537342674651717,0.6933916134237305,0.3066083865762381,0.0180066859970146,10.422064732142532,-0.1429715597582387,35326.02263448335,,
2023-05-01,0.2934447886156494,0.3537194803670885,0.6934153162521747,0.3065846837477939,0.0181308382619334,10.282470982142534,-0.1429380444255536,35455.47192345009,,
2023-05-03,0.2943469744661268,0.3536660179745258,0.6934811526115343,0.3065188473884342,0.0184832196617614,10.28587946428539,-0.14301713177722,35764.80800131588,,
2023-05-05,0.2952491603166043,0.3535692656500804,0.6935850571822844,0.3064149428176841,0.0190631669600683,10.383975446428243,-0.1431885518533227,36252.345044117865,,
2023-05-07,0.2961513461670818,0.3536146604196202,0.6937231194517295,0.3062768805482391,0.0193804185013583,10.44845535714253,-0.1441404256764468,37010.19253266108,,
